"","X27216","X27217","X27218","X27219","X27220","X27221","X27222","X27223","X27224","X27225","X27226","X27227","X27230","X27231","X27232","X27234","X27235","X27236","X27237","X27244","X27246","X27248","X27250","X27255","X27260","X27265","X27270","X27274","X27278","X27282","X27286","X27291","X27296","X27301","X27305","X27310","X27315","X27320","X27325","X27330","X27335","X27339","X27343","X27347","X27351","X27355","X27358","X27362","X27366","X27370","X27386","X27390","X27394","X27401","X27405","X27409","X27413","X27417","X27421","X27424","X27427","X27430","X27435","X27438","X27439","X27440","X27441","X27443","X27593","X27707","X27709","X27713","X27717","X27721","X27816","X28081","X28124","X28128","X28132","X28136","X28138","X28142","X28251","X28258","X28268","X28283","X28290","X28297","X7","X8","X9","X18","X23","X28","X32","X39","X44","X49"
"SUBJECT","BCBUTE02","BCCICP02","BCEMFT02","BCOBLV02","BCSPFT02","BRBUFT02","BRBUTE02","BRCICP02","BREMFT02","BRODFT02","BRVSLV02","BSCICP02","BSEMFT02","BSFGLV02","BSOBLV02","BSPRFT02","BSPRTE02","BSSPFT02","BSXRLV02","CCRETT01","CCUSMA02","CCUSSP01","CP010000","CP020000","CP030000","CP040000","CP040100","CP040300","CP040400","CP040500","CP050000","CP060000","CP070000","CP070200","CP080000","CP090000","CP100000","CP110000","CP120000","CPALTT01","CPGREN01","CPGRGO01","CPGRHO02","CPGRLE01","CPGRLH02","CPGRSE01","CPHP0100","CPHP0200","CPHP0300","CPHP0400","CPHP0500","CPHP0600","CPHP0700","CPHP0800","CPHP0900","CPHP1000","CPHP1100","CPHP1200","CPHPEN01","CPHPLA01","CPHPSE01","CPHPTT01","CSCICP02","CSESFT02","CSINFT02","IR3TIB01","IRLTLT01","LCEAMN01","LFHUTTMA","LOCOBPNO","LOCOCINO","LOCOPCNO","LOLITOAA","LORSGPNO","LRHUTTFE","PIEAMP02","PREND401","PRINTO01","PRMITO01","PRMNIG01","PRMNTO01","PRMNVG01","SLRTCR03","SLRTTO01","SPASTT01","XTEXVA01","XTIMVA01","XTNTVA01","M1","M2","M3","GOLD","CRUDE OIL","LTIR","PCV","RoCU","PFCE","ULCP"
"X1960M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.58490113"," 3.11739470"," 0.12224939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.52310375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.04456616",NA,NA,NA,"99.53848379",NA,NA,NA,NA,NA,"-0.34924331",NA,NA,NA,NA,"-9.67956565",NA," 5.20646320"," 0.23345000"," 0.35098001","-0.11753000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.58490113"," 3.11545843","-0.61050061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.17346054","-0.10162602",NA," 0.00000000","-0.05170496",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.53335448",NA,NA,NA,"99.49836516",NA,"99.09720298",NA,NA,NA," 2.74532710",NA,NA,NA,NA," 4.56235655",NA,"-1.53583618"," 0.30751001"," 0.39928001","-0.09177000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.5849011"," 3.1193310","-0.3685504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.1737619","-0.2034588",NA," 0.0000000","-0.1132623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.3533269",NA,NA,NA,"99.3895495",NA,"99.0825708",NA,NA,NA," 1.5349630",NA,NA,NA,NA,"13.4694264",NA,"-1.7331023"," 0.3316600"," 0.4073300","-0.0756700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.56278654"," 3.11933097","-0.24660912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.08703220","-0.10193680",NA," 1.53624580","-0.03859127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.32381637",NA,NA,NA,"99.24739138",NA,"99.06380622",NA,NA,NA," 0.16797314",NA,NA,NA,NA," 5.96857191",NA," 3.70370370"," 0.30609023"," 0.39308429","-0.08699407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.56278654"," 3.11933097"," 0.49443758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.17421603","-0.10204081",NA," 0.00000000"," 0.10967282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.10449884",NA,NA,NA,"99.10392013",NA,"99.03483468",NA,NA,NA," 1.34153156",NA,NA,NA,NA," 7.13073911",NA," 5.61224490"," 0.33186625"," 0.42208232","-0.09021607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.56278654"," 3.11933097"," 0.49200492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000","-0.20429009",NA," 0.00000000","-0.12311324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.38116754",NA,NA,NA,"98.97291909",NA,"98.99000209",NA,NA,NA," 2.26144512",NA,NA,NA,NA," 0.64909093",NA,"11.59420290"," 0.28675821"," 0.37375228","-0.08699407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.5627865"," 3.1193310"," 0.4895961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.4347826"," 0.1023541",NA," 1.0401891"," 0.4537059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.4392794",NA,NA,NA,"98.8595078",NA,"98.9270345",NA,NA,NA,"-0.2696871",NA,NA,NA,NA," 9.5444372",NA," 4.3290043"," 0.3141452"," 0.4365813","-0.1224361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.56278654"," 3.11933097","-0.48721072",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.17316017"," 0.10224949",NA," 0.00000000"," 0.37615431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.56927117",NA,NA,NA,"98.75468547",NA,"98.85140700",NA,NA,NA," 0.43266631",NA,NA,NA,NA," 9.89532369",NA,"17.84232365"," 0.29159122"," 0.34636526","-0.05477404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.56278654","  3.11933097"," -0.36719706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.08643042"," -0.40858019",NA,"  0.00000000","  0.02983245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.27891775",NA,NA,NA," 98.65608357",NA," 98.78184845",NA,NA,NA,"  1.29240712",NA,NA,NA,NA,"-20.07905626",NA,"  7.27699531","  0.30931223","  0.39147329"," -0.08216106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.56278654"," 3.11933097","-0.12285012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.00000000",NA," 0.37435657"," 0.03591758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.59837383",NA,NA,NA,"98.57093252",NA,"98.75661450",NA,NA,NA,"-1.22275388",NA,NA,NA,NA," 3.66028566",NA,"-9.51859956"," 0.33508825"," 0.42047131","-0.08538306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.5849011"," 3.1193310"," 0.8610086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.4325260"," 0.2051282",NA," 0.4195804"," 0.3312291",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.5346324",NA,NA,NA,"98.5016442",NA,"98.8136775",NA,NA,NA," 0.3229279",NA,NA,NA,NA,"-1.2653913",NA,"-9.9153567"," 0.2962400"," 0.4121600","-0.1159200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1960M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.5849011"," 3.1193310"," 0.1219512",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.1722653","-0.1023541",NA," 0.0000000"," 0.2157112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.3387766",NA,NA,NA,"98.4356773",NA,"98.9679269",NA,NA,NA," 0.2145923",NA,NA,NA,NA,"12.1763767",NA,"-6.9798658"," 0.3300500"," 0.4041100","-0.0740600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.5849011"," 3.1135222","-0.1218027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.4299226"," 0.0000000",NA," 5.2924791"," 0.6364318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 1.0439748",NA,NA,NA,"98.3614884",NA,"99.2054419",NA,NA,NA," 1.6059957",NA,NA,NA,NA," 0.8545683",NA," 9.8124098"," 0.2833600"," 0.4234300","-0.1400700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.65135950"," 3.10964962","-0.24390244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.00000000"," 0.20491803",NA," 0.04409171"," 0.04976768",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.47737268",NA,NA,NA,"98.26726167",NA,"99.48949296",NA,NA,NA," 2.26554268",NA,NA,NA,NA," 1.86208792",NA," 6.04467806"," 0.31979276"," 0.41299869","-0.09320593",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.65135950"," 3.11545843"," 0.12224939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.08561644"," 0.10224949",NA," 0.00000000"," 0.07326552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 0.41655882",NA,NA,NA,"98.15623928",NA,"99.78310170",NA,NA,NA,"-0.10303967",NA,NA,NA,NA,"10.98503831",NA,"-1.73482032"," 0.36639573"," 0.47245765","-0.10606192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.60701573","  3.11933097","  0.24420024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.17108640"," -0.20429009",NA,"  1.45438516","  0.18876946",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.07823444",NA,NA,NA," 98.03570965",NA,"100.06809683",NA,NA,NA,"  0.97988653",NA,NA,NA,NA," -5.95632748",NA,"  0.25220681","  0.32501802","  0.42960303"," -0.10458501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.5627865","  3.1193310","  0.2436054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.2561913"," -0.1023541",NA,"  0.6081669","  0.2968606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.1800643",NA,NA,NA," 97.9106233",NA,"100.3378849",NA,NA,NA,"  1.1235955",NA,NA,NA,NA,"  4.0282159",NA,"  6.1635220","  0.3366993","  0.4688014"," -0.1321021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.56278654","  3.11933097","  0.24301337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.10245902",NA,"  0.00000000"," -0.08107161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.42755323",NA,NA,NA," 97.78810266",NA,"100.59055455",NA,NA,NA,"  1.51515152",NA,NA,NA,NA,"-12.09810648",NA,"  2.36966825","  0.32703324","  0.42852632"," -0.10149308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.56278654","  3.11933097"," -0.60606061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.25553663"," -0.10235415",NA,"  1.29533677","  0.54329988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.36874618",NA,NA,NA," 97.68215531",NA,"100.82278484",NA,NA,NA,"  1.64179104",NA,NA,NA,NA," 15.15618418",NA," -7.40740741","  0.37858528","  0.43335932"," -0.05477404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.56278654","  3.11933097","  0.36585366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.16992353","  0.00000000",NA,"  0.00000000","  0.13091297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.35817501",NA,NA,NA," 97.60333535",NA,"101.02970327",NA,NA,NA,"  0.19579051",NA,NA,NA,NA,"  1.22436747",NA,"  0.37500000","  0.34475426","  0.39791730"," -0.05316304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.56278654","  3.11933097","  0.24301337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.16963528"," -0.10245902",NA,"  0.00000000","  0.17627507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.39225182",NA,NA,NA," 97.56307702",NA,"101.20601732",NA,NA,NA,"  0.97703958",NA,NA,NA,NA,"  6.85959982",NA," -4.60772105","  0.34958726","  0.42852632"," -0.07893906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.562786540","  3.119330970","  0.121212121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.254022015","  0.205128213",NA,"  0.809889194","  0.297353103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.544044380",NA,NA,NA," 97.570313869",NA,"101.348790248",NA,NA,NA,"  1.790033863",NA,NA,NA,NA,"  2.122595856",NA,"  3.394255875","  0.417249312","  0.426915319"," -0.009666007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 35.56278654","  3.11933097","  1.33171913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.67567568","  0.20470829",NA,"  0.00000000","  0.53454675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.82382174",NA,NA,NA," 97.62495743",NA,"101.45522163",NA,NA,NA,"  1.37832699",NA,NA,NA,NA,"  5.54730273",NA,"  1.01010101","  0.38825129","  0.46880135"," -0.08055006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1961M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 30.34000000"," 40.11000000",NA,NA,NA,NA," 35.56278654","  3.11933097","  0.83632019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.33557047","  0.10214504",NA,"  0.00000000","  0.21378847",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.68825453",NA,"102.76550067",NA," 97.71288011","103.26379028","101.52271225",NA,NA,NA,"  0.79699952",NA,NA,NA,NA," -0.68607450",NA," -5.87500000","  0.37375228","  0.46396835"," -0.09021607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 22.7000000"," 31.8300000",NA,NA,NA,NA," 35.5627865","  3.1173947"," -0.1184834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4180602","  0.0000000",NA,"  5.4545454","  0.6172909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.9477931",NA,"102.2442101",NA," 97.8236604","102.8753666","101.5514376",NA,NA,NA,"  1.5348837",NA,NA,NA,NA," -3.8417260",NA," -2.3904382","  0.3254222","  0.4430253"," -0.1176031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 15.2900000",NA," -4.9000000"," 12.9000000"," 28.6200000",NA," 19.9300000","-10.1400000",NA," 35.5849011","  3.1173947","  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.5828476","  0.5102041",NA,"  0.0000000","  0.7593004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4123021",NA,"101.7633976",NA," 97.9442023","102.4980892","101.5419341",NA,NA,NA,"  0.2748511",NA,NA,NA,NA,"  6.9907730",NA," -0.4081633","  0.3831800","  0.4830000"," -0.0998200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7.9600000",NA," -3.0600000","  5.3100000"," 16.3600000",NA," 25.9000000","-12.4800000",NA," 35.5849011","  3.1193310","  0.7117438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.5794702","  0.1015228",NA,"  0.0000000","  0.5894194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4854743",NA,"101.3627562",NA," 98.0555809","102.1599511","101.4954389",NA,NA,NA," -0.8222933",NA,NA,NA,NA,"  3.5605000",NA,"  1.3661202","  0.4186000","  0.5232500"," -0.1046500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11.6300000",NA," -3.8700000","  8.0500000"," 23.0000000",NA," 21.8600000","-14.1900000",NA," 35.5627865","  3.1193310","  1.4134276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.8230453","  0.1014199",NA,"  1.6038493","  0.7249969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.6545249",NA,"101.0887136",NA," 98.1393158","101.9165189","101.4169520",NA,NA,NA,"  0.7369875",NA,NA,NA,NA," -1.9880320",NA," -3.7735849","  0.3608643","  0.4784674"," -0.1176031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10.96000000",NA," -2.84000000","  9.59000000"," 20.88000000",NA," 37.55000000","-24.55000000",NA," 35.56278654","  3.11933097"," -0.34843206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.10131713",NA,"  0.00000000","  0.09108355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.37873960",NA,"100.90392309",NA," 98.18643848","101.76512005","101.31354300",NA,NA,NA,"  1.32601740",NA,NA,NA,NA,"  3.12078055",NA,"  0.84033613","  0.40275030","  0.52035339"," -0.11760309",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.63000000",NA," -0.56000000","  8.78000000"," 19.39000000",NA," 35.11000000","-14.60000000",NA," 35.56278654","  3.11933097","  0.69930070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.32653061","  0.00000000",NA,"  0.00000000","  0.25124916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.46651546",NA,"100.78034668",NA," 98.21600122","101.67797558","101.19500640",NA,NA,NA," -2.79783395",NA,NA,NA,NA,"  1.20542423",NA," -7.08333333","  0.38664029","  0.46557935"," -0.07893906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10.3000000",NA," -2.0800000","  5.6900000"," 23.6900000",NA," 36.6500000","-23.7700000",NA," 35.5627865","  3.1193310","  0.9259259",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.6509357","  0.2024291",NA,"  1.0260458","  0.6155771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4431685",NA,"100.6966073",NA," 98.2513785","101.6322836","101.0763559",NA,NA,NA,"  3.6675952",NA,NA,NA,NA,"-14.9782103",NA," -1.4947683","  0.4253043","  0.5654614"," -0.1401571",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8.63000000",NA," -6.68000000","  7.50000000"," 11.87000000",NA," 31.46000000","-35.03000000",NA," 35.56278654","  3.11933097"," -0.11467890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.08084074","  0.10101009",NA,"  0.00000000","  0.13578982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.21149121",NA,"100.63735104",NA," 98.31572893","101.59579892","100.97251562",NA,NA,NA,"  0.17913121",NA,NA,NA,NA," 19.39720422",NA,"  0.45523520","  0.35119826","  0.45108034"," -0.09988207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10.6300000",NA,"-10.3000000","  4.7200000"," 16.2000000",NA," 41.4500000","-32.8000000",NA," 35.5627865","  3.1193310","  0.4592423",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3231018","  0.3027245",NA,"  0.0000000","  0.2855647",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4441545",NA,"100.6487576",NA," 98.4474540","101.5705952","100.8932086",NA,NA,NA," -1.6540009",NA,NA,NA,NA," 10.1377124",NA," -4.0785498","  0.3866403","  0.4977994"," -0.1111591",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7.9600000",NA," -1.7000000","  7.3100000"," 15.5800000",NA," 37.5600000","-33.6400000",NA," 35.5627865","  3.1173947","  0.2285714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.4025765","  0.5030181",NA,"  1.0546875","  0.4432941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.3473704",NA,"100.7279168",NA," 98.6772438","101.5230938","100.8369489",NA,NA,NA,"  1.3636363",NA,NA,NA,NA," -1.6994517",NA," -8.5039370","  0.4236933","  0.5445184"," -0.1208251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
